,ecephys_unit_id,c50_dg,area_rf,fano_dg,fano_dm,fano_fl,fano_rf,f1_f0_dg,g_dsi_dg,g_osi_dg,width_rf,height_rf,azimuth_rf,mod_idx_dg,p_value_rf,pref_tf_dg,run_mod_dg,run_mod_dm,run_mod_fl,run_mod_rf,pref_dir_dm,pref_ori_dg,run_pval_dg,run_pval_dm,run_pval_fl,run_pval_rf,elevation_rf,on_screen_rf,pref_speed_dm,firing_rate_dg,firing_rate_dm,firing_rate_fl,firing_rate_rf,on_off_ratio_fl,time_to_peak_dm,time_to_peak_fl,time_to_peak_rf,pref_tf_multi_dg,sustained_idx_fl,pref_dir_multi_dm,pref_ori_multi_dg,pref_speed_multi_dm,lifetime_sparseness_dg,lifetime_sparseness_dm,lifetime_sparseness_fl,lifetime_sparseness_rf
31103,950930927,0.20152941176470596,1600.0,2.3923809523809525,1.5228070175438595,0.986666666666667,1.6761904761904762,1.7428927581636662,,,37.09784801964626,25.039768286790803,50.0,3.4893293967361507,0.005,2.0,0.368421052631579,-1.0,,,270.0,90.0,0.4875062547746846,0.003424338302264007,,,12.5,True,0.01,0.08557913591830693,0.4945229914363509,0.026644360497319542,0.10307071408634848,,0.018500000000000003,0.0375,0.1185,False,0.004016064257028113,False,False,False,0.6514285714285715,0.2590057636887608,1.0,0.8302636757182211
31107,950932400,0.021835294117647064,900.0,1.6874074074074077,1.2952380952380955,1.1923809523809523,1.533333333333334,1.7079335823381088,,,36.375122433914115,31.6318447205823,54.443999999999996,1.4731375933523136,0.004,2.0,-0.10526315789473692,,,-0.2777777777777777,180.0,0.0,0.7707577274376677,,,0.7761195079178099,8.888999999999996,True,0.001,0.18894094943002832,1.0273967454738884,0.3197323259678345,0.3793879475944317,,0.6114999999999999,0.0095,0.1335,False,0.028112449799196783,False,False,False,0.4554536372718192,0.16617026391708511,0.054054054054053946,0.5502843278489651
31109,950931048,0.10740392156862746,500.0,23.57593760596813,9.219571865443426,1.9387654320987653,2.858333333333334,0.8594211632892701,,,32.950560425978544,34.50451184579986,52.0,1.3578448596982278,0.0,2.0,-0.3619378306878307,-0.2704081632653061,,,270.0,0.0,0.16631740705365566,0.7779232575030604,,,6.0,True,0.001,4.472899123418523,3.5484547712045096,6.181491635378134,11.210584902327945,,0.3945,0.2365,0.0905,False,0.09122203098106713,False,False,False,0.05213657584535168,0.28898828737434284,0.3028315570410545,0.2215164341853192
31111,950930979,1.0443803921568628,700.0,12.473763440860214,32.847197640118004,2.315555555555556,2.933333333333333,0.6287534815094856,,,25.0968648232476,37.458641848701504,50.0,3.6197048382938233,0.06,2.0,-0.18173133450911225,-1.0,,,315.0,0.0,0.16004671097623593,0.09469511313782386,,,10.0,True,0.001,11.156407355168376,2.7390518342005232,0.5328872099463908,0.5131605765150117,,0.2715,0.2475,0.0085,False,0.03614457831325301,False,False,False,0.06816063430087624,0.3384258478912581,0.7804878048780488,0.6918279349109389
31112,950932432,0.5052980392156864,200.0,2.8214492753623204,2.887943262411348,0.96,2.533333333333332,1.8697017096809476,,,19.206603309949504,27.76177023134277,45.0,0.1268509786362041,0.0,2.0,-0.16287878787878798,0.4307692307692307,,,45.0,0.0,0.7966844082233844,0.20457430898100348,,,30.0,True,0.001,0.15115275954402266,0.9163813800494014,0.07993308149195863,0.09758822929452143,,0.1155,0.0435,0.1275,False,0.012048192771084336,False,False,False,0.26275253613817284,0.404559496010897,1.0,0.8490070894207042
31113,950930963,0.3598313725490197,600.0,2.8124374176548095,0.8136054421768709,1.0172549019607842,1.578494623655914,1.282080900893476,,,28.15580558672021,34.02590481071952,60.0,4.454509323065786,0.0,2.0,0.08663967611336032,-0.00588235294117645,,0.3388429752066116,45.0,0.0,0.7226499745341393,0.9841936484907065,,0.558792300164079,5.0,True,0.001,1.0541793560845991,2.926768724827383,1.0124856988981423,2.0756687421857203,,0.2805,0.2265,0.07250000000000001,False,0.04551539491298527,False,False,False,0.10719973059003288,0.13420553219376324,0.7679180887372015,0.3211544861041068
31114,950931123,0.43256470588235296,400.0,4.841379310344827,3.1238095238095243,0.8933333333333332,1.2102564102564102,1.0605416558107703,,,33.29606999792713,39.14941136650272,65.0,3.6797504579524536,0.0,2.0,0.5004181767493726,,,0.6538461538461539,270.0,45.0,0.00521468556307732,,,0.4054933693273861,-5.0,True,0.001,1.4976348785703717,3.6191009128382734,0.29308796547051497,0.7883813130647295,,0.6735,0.0125,0.1165,False,0.0321285140562249,False,False,False,0.260603827334153,0.08674624178551611,0.3424657534246576,0.4559663398630436
31118,950931067,0.11168235294117647,500.0,10.383234323432344,5.097435897435898,1.6888888888888889,3.2463768115942027,0.6233609022887177,,,34.80505509823237,41.83245170843363,58.0,6.684016576741109,0.0,2.0,-0.4528155065082061,0.1193633952254642,,,45.0,0.0,1.7145794311886467e-05,0.5201734699494571,,,6.0,True,0.001,7.8321580625494684,16.846077087868508,4.582830005538962,8.130524946279511,,0.9985,0.2315,0.1215,False,0.10602409638554217,False,False,False,0.17808368645362066,0.18298771237332026,0.5052546483427647,0.2334453040895691
31119,950932449,0.7919529411764707,100.0,2.3362318840579706,1.8133333333333332,0.986666666666667,1.1047619047619046,1.5696934942610097,,,11.597813440394445,5.561107303363384,70.0,5.359949052432826,0.0,2.0,0.6168831168831168,-0.11363636363636365,,,45.0,0.0,0.0014963286956587438,0.9200101803281271,,,10.0,True,0.001,0.26118307715327443,0.4703014571619175,0.026644360497319542,0.11074619279490636,,0.1115,0.2215,0.0305,False,0.004016064257028113,False,False,False,0.4545427639124226,0.38935395384033294,1.0,0.8413797504706595
31127,950932525,0.5010196078431374,200.0,3.019649122807017,3.9555555555555566,1.6266666666666665,1.7166666666666672,1.6836838656151791,,,5.7844681145882095,12.307013196243314,55.0,2.78058125256531,0.009000000000000001,2.0,0.65,-1.0,,0.7818181818181819,270.0,90.0,0.14627270778851015,0.1682392704301411,,0.2865477231604919,0.0,True,0.01,0.05501515880462589,0.0928492147186618,0.07993308149195863,0.06469332054355917,,0.0195,0.0075,0.1045,False,0.012048192771084336,False,False,True,0.646204081632653,0.6757392473118279,1.0,0.9088719829237588
31128,950932510,0.5052980392156864,500.0,2.845128205128206,3.517948717948717,1.4466666666666663,1.4666666666666668,1.5040371586815309,,,44.42961313438489,677.0058940490546,86.0,1.0859908562607916,0.048,2.0,0.6612903225806452,0.8681318681318679,,0.5384615384615384,90.0,90.0,0.059401393778323326,0.5446565377200483,,0.6853402158214497,18.0,False,0.001,0.10836319158486918,0.31084302318856344,0.1332218024865977,0.3410105540516424,,0.14450000000000002,0.0055,0.1055,False,0.016064257028112452,False,False,False,0.5338612856861032,0.4063553962900506,0.5294117647058822,0.6119108832999456
31131,950931235,0.08173333333333335,0.0,4.188843537414966,7.466666666666669,0.9466666666666664,1.4666666666666666,1.1227322272435825,,,29.75083482725733,716.1663818753667,,0.9297508381823096,0.429,2.0,0.3604651162790698,,,,270.0,135.0,0.12005111048906135,,,,,False,0.01,0.2484017776330078,0.12110767137216755,0.1332218024865977,0.058114338793366714,,0.7355,0.2155,0.1115,False,0.016064257028112452,False,False,False,0.8940416009533957,0.4453125,0.5294117647058822,0.8572026362590228
31142,950931402,0.15018823529411768,100.0,3.0645410628019323,2.2864686468646864,0.9200000000000002,2.216666666666667,1.0246828105845809,,,79.37516528407481,807.8501787654714,10.0,2.9906419132241235,0.226,2.0,0.058310376492194727,,,,0.0,90.0,0.7590863074643381,,,,10.0,False,0.02,1.9560945352755872,3.968294698628025,0.3197323259678345,0.3004401665921222,,0.1995,0.013500000000000002,0.0015,False,0.024096385542168672,False,False,False,0.1016801996526124,0.05944112559337032,0.0,0.5492474734010325
31948,950945177,0.14163137254901964,400.0,4.934301473614887,3.4357094365241005,0.5895358649789031,2.415686274509804,0.2089274132370789,,,72.52818144247108,511.3724694968482,10.0,8.936996714541515,0.0,2.0,0.32460220318237465,-0.04322429906542047,,0.5,270.0,135.0,6.3884907106249175e-06,0.7416401239735539,,0.04842332696464846,25.0,False,0.01,17.26975848657938,15.130385076762805,7.300554776265554,10.765407137231591,,0.1105,0.0485,0.0735,False,0.06305220883534136,False,False,False,0.09021915242660786,0.1262514070235731,0.050277878772139406,0.1833236725335616
31949,950945293,0.11168235294117647,200.0,10.610022737608002,0.6000000000000001,0.9866666666666672,2.2333333333333343,0.8956519844927808,,,5917.647469232596,121.42903113063959,30.0,7.446938401279271,0.613,2.0,-0.6120469627360898,0.6923076923076923,,,315.0,90.0,0.0022972536446078124,0.0002233107933862397,,,45.0,False,0.005,3.4648435873418424,0.17156920111057072,0.026644360497319542,0.14583409546259946,,0.0595,0.2365,0.026500000000000003,False,0.004016064257028113,False,False,False,0.058017247922138734,0.2860973597359736,1.0,0.6821276440819892
31961,950945378,0.2614274509803922,600.0,3.0590580039376043,3.0274509803921568,1.825287356321839,3.2173160173160174,0.33331045328820663,,,713.1486452607803,69.98610948444613,65.0,0.6637255058049544,0.0,2.0,0.014192785334121863,-0.6790123456790124,,,135.0,90.0,0.8974649772742005,0.004281152022128756,,,-26.666999999999994,False,0.02,5.7688117530386,3.8209470317918868,6.261424716870093,8.962766137678857,,0.9845,0.0275,0.0845,False,0.1927710843373494,False,False,False,0.28787027603508114,0.05540771643937077,0.10386266094420593,0.09734261007105316
31965,950945424,0.0517843137254902,400.0,5.8175163398692815,4.090322580645163,1.8327272727272728,1.0623655913978496,0.5123203998794406,,,1194.7220618779727,2345.617916860327,10.0,0.235010480987602,0.193,2.0,-0.6317829457364341,0.7445652173913044,,,315.0,90.0,3.142123438435955e-09,0.00018125804104143845,,,-15.0,False,0.005,6.873004889854678,4.055088529778078,1.2522849433740186,3.9912489284500903,,0.9935,0.013500000000000002,0.0965,False,0.1285140562248996,False,False,False,0.2587131769306032,0.03718838912051449,0.2809338521400777,0.09284040012765334
31966,950945527,0.3940588235294119,100.0,5.7998536690337845,6.264583333333333,1.2169696969696973,10.57777777777778,0.2465298421064889,,,74.93566976613663,99.3279175288484,40.0,1.5705289736276642,0.32899999999999996,2.0,0.31845919145690305,,,-1.0,180.0,135.0,2.3095571628428e-07,,,0.23130753487703276,40.0,True,0.005,7.888840347378477,1.116209037813478,0.3730210469624736,0.514257073473377,,0.5825,0.1205,0.0335,False,0.022088353413654616,False,False,False,0.3014191441474513,0.406354214346433,0.4923076923076923,0.5702755478411803
31969,950945542,0.01327843137254902,1000.0,7.853643410852714,2.666666666666667,2.0933333333333333,1.4952380952380957,1.2605270943658151,,,13.035755609966664,23.07598156862449,45.0,0.4646342029607137,0.0,2.0,0.7960784313725491,0.5029585798816568,,,45.0,90.0,0.012948222232362337,0.4695996340836946,,,-18.0,True,0.001,0.6040553295012964,3.899667018183796,0.7193977334276277,0.484651655597511,,0.1565,0.0045000000000000005,0.0845,False,0.07228915662650602,True,False,False,0.22242484378771213,0.14896980515551247,0.2,0.6981090107080872
31971,950947983,0.5224117647058825,300.0,5.2789743589743585,5.316666666666666,0.9474509803921568,0.5523809523809524,1.468370442415121,,,14.492518932295148,12.56838909140855,46.667,1.6661579091040677,0.0,2.0,-0.5722222222222222,-1.0,,0.3333333333333333,315.0,0.0,0.02309932060991311,0.05739023487658071,,0.07022487442771105,-26.666999999999994,True,0.02,0.4879122164693084,0.7912367862981615,1.625305990336492,1.0899179766152172,,0.0515,0.0565,0.1475,False,0.051204819277108425,False,False,False,0.34428521245402866,0.2406671880144879,0.6223620881155127,0.6913703661966124
31978,950945820,0.43256470588235296,700.0,4.749357021996618,11.254277286135695,1.7333333333333332,2.1333333333333333,0.4576746775897919,,,34.13667482413637,21.937228781790875,45.714,0.23531408415069235,0.0,2.0,0.3889405458622764,0.7192307692307692,,-0.2777777777777777,315.0,45.0,4.644883227507665e-07,0.3443453124038893,,0.7820357248684209,-17.142999999999994,True,0.001,5.673785569648792,4.222620808509577,0.2397992444758759,0.4375022863877984,,0.3205,0.0055,0.0025,False,0.02008032128514056,False,False,False,0.19020963925809628,0.07093304123132227,0.024390243902439046,0.5593348197073073
31985,950945645,1.0443803921568628,300.0,15.272305140961855,2.4820512820512817,3.8263063063063054,3.9515151515151516,0.3195242956938684,,,25597.884001926872,17372.488962810807,20.0,0.9274279306240156,0.017,2.0,0.5834269764744264,,,0.625,180.0,135.0,3.4179617654081965e-12,,,0.18787690801002035,-30.0,False,0.005,14.582351335274625,12.367111708287844,4.422963842555045,7.7248210716843095,,0.006500000000000001,0.0015,0.1635,False,0.14859437751004015,False,False,False,0.11551815220013174,0.031382933387881014,0.21759379042690807,0.09500459600862536
31988,950945788,0.8432941176470591,600.0,5.318568232662192,4.6877192982456135,0.7176811594202899,2.1333333333333333,0.4710223447623979,,,431.4887227476901,45.37877437338477,45.0,0.12643276395451047,0.001,2.0,0.4278536661956352,,,0.903846153846154,180.0,0.0,2.13902443001764e-07,,,1.3619382081307153e-10,-26.666999999999994,False,0.005,3.4359467362525438,2.621981085207428,2.1315488397855638,0.932022414610598,,0.1825,0.0755,0.1675,False,0.0395869191049914,False,False,False,0.30570503429379986,0.14344326121727413,0.6890618598934863,0.4522769282473533
31989,950945775,0.10740392156862746,600.0,9.651527165932453,5.671856287425149,0.7942138364779874,3.1083333333333334,0.26125825728543345,,,303.47189156442994,29.738472808863353,50.0,0.9572426218869668,0.0,2.0,-0.0384063173007896,0.4893899204244032,,,315.0,90.0,0.7826857578784743,0.07928153085819523,,,-25.0,False,0.005,11.334789839777315,20.715467188209267,3.943365353603293,2.9747962480453563,,0.1625,0.0995,0.1885,False,0.07095046854083,False,False,False,0.20057463641698814,0.08377558749813968,0.31507692307692303,0.3985623372509656
31990,950945896,0.038949019607843145,100.0,3.213093093093093,2.8820512820512816,0.88,1.9333333333333336,0.6182264066876879,,,43.18464899871522,84.21155842885926,80.0,0.1069535830134436,0.715,2.0,0.27758535378525484,,,0.6923076923076923,180.0,45.0,0.03613027004638557,,,0.6129083402904579,50.0,True,0.01,2.146702610729998,0.7448121789388306,0.3730210469624736,0.25438729434077495,,0.1405,0.0205,0.0295,False,0.03614457831325301,False,False,False,0.2420333544198671,0.2410863509749304,0.15094339622641506,0.5922558922558921
31993,950945866,0.5694745098039217,500.0,17.078787878787878,6.313333333333333,4.631884057971012,4.357894736842106,0.8554731596033057,,,331.70683790498435,291.41431263630625,86.0,0.3737036895273505,0.0,2.0,0.8538633818589025,0.7771260997067448,,,180.0,45.0,1.2863063775788197e-11,3.4514332037585595e-06,,,-22.0,False,0.001,5.3236891045284445,2.9953964052716118,4.289742040068447,3.462737394517964,,0.08650000000000001,0.0685,0.0825,False,0.06540447504302925,False,False,False,0.3080335676453867,0.14271616055981612,0.31034482758620685,0.3040099956446665
31994,950945851,0.021835294117647064,2100.0,14.068031081259056,3.4036529680365297,1.7973333333333332,2.883848797250858,0.25319192784168026,,,118.67859247889848,6184.599161226417,68.571,0.8983205633633035,0.002,2.0,0.4449738355190904,0.4731934731934732,,,0.0,45.0,0.00011557987338223462,0.02284024674932382,,,34.762,False,0.02,8.669055326789534,4.35583924701896,6.288069077367412,11.855325113846808,,0.1085,0.2325,0.0845,False,0.1255020080321285,False,False,False,0.26106426852897674,0.19454298231492773,0.007013526086023125,0.06954013429612141
31995,950945925,1.0614941176470591,700.0,4.1138095238095245,1.0046511627906975,2.446666666666668,2.1333333333333333,1.37031121941506,,,34.348516972020896,22.3096555941922,45.714,0.5102183857307694,0.0,2.0,-0.11877394636015325,,,-0.2777777777777777,45.0,45.0,0.7803018967262325,,,0.7820357248684209,-17.142999999999994,True,0.01,0.5707128090136443,5.607285184531358,0.15986616298391726,0.4375022863877984,,0.9075,0.0055,0.0025,False,0.016064257028112452,False,False,False,0.1955798936487389,0.08888951843573678,0.2,0.5593348197073073
31997,950945940,0.017556862745098042,600.0,5.630209102091022,6.652991452991454,1.8133333333333332,16.315151515151516,1.3167876836720114,,,60.78568393054246,179.4112191917835,71.667,1.3631946821945122,0.139,2.0,0.7230592294422082,,,0.8636363636363636,45.0,45.0,3.411405832300345e-05,,,0.4300550662182547,1.6669999999999945,False,0.005,1.5665427542448522,3.070079469284448,0.4263097679571127,1.8618518353044653,,0.0485,0.2415,0.0015,False,0.026104417670682733,False,False,False,0.020774033622435663,0.18288604386448715,0.72,0.4532182336382667
31999,950948574,0.12023921568627452,100.0,2.154385964912281,0.9333333333333336,0.8600000000000002,2.533333333333332,1.570798442216703,,,1513.90238394549,40.32231256402138,70.0,0.1102948668168318,0.044000000000000004,2.0,-0.031250000000000035,0.2727272727272727,,,45.0,135.0,0.9193759162716068,0.7121325792132859,,,50.0,False,0.001,0.1894966581048225,0.10495998185587856,1.7052390718284507,0.2554837912991404,,0.07050000000000001,0.0795,0.0695,False,0.0642570281124498,False,False,False,0.4898672624523591,0.4679166666666666,0.4402132520944402,0.6126231376112384
32002,950945977,0.18441568627450985,900.0,4.301573755448498,7.625641025641026,3.23878787878788,3.433744855967079,0.2181919965393854,,,517.0320398031499,74.46910987705726,52.222,0.9845680780412536,0.0,2.0,0.1334532754788867,0.5222672064777327,,0.297029702970297,90.0,45.0,0.017128552175345337,0.23050182641956665,,0.17670163974384367,-25.555999999999997,False,0.001,29.832664497651876,18.386162975484574,21.715153805315428,33.32692855255826,,0.0575,0.052500000000000005,0.0975,False,0.1723256663015699,False,False,False,0.07368259094969128,0.033853075796024264,0.051880442401827764,0.0756197770176395
32008,950945994,0.06461960784313726,300.0,2.5116162542010394,6.517299578059072,0.4037901861252115,10.26666666666667,0.2272973228456305,,,1444.4848573293038,90.71073985620596,10.0,0.9697233220421928,0.489,2.0,0.17404933896688018,0.7273954116059379,,-1.0,45.0,0.0,0.0009590547479899088,3.1915607892587243e-09,,0.3370490579535844,30.0,False,0.02,5.098071382561999,6.1643804728433285,6.634445763832567,0.14035161067077245,,0.2585,0.0595,0.0045000000000000005,False,0.06593038821954482,False,False,False,0.446724880009168,0.14360259990619995,0.5064678534434996,0.8171088078169947
32014,950946087,0.06034117647058825,600.0,1.6115315315315315,1.0537634408602148,1.0639215686274508,2.1543859649122803,0.2749248479566944,,,112.3577444976027,64.28294304039495,55.0,0.014020748107090766,0.0,2.0,-0.033563672260611986,,,,45.0,0.0,0.6729520078422896,,,,-25.0,False,0.02,6.34563735747498,6.317783523248076,2.8243022127158715,2.2785206794833206,,0.0015,0.0905,0.1415,False,0.09103078982597054,False,False,False,0.056369192969814214,0.06953257523402658,0.14831905075807514,0.18713029394847566
32016,950946250,0.14163137254901964,2800.0,1.9617715617715619,0.9741046831955924,0.7777083333333332,0.7550387596899223,0.18561486415066214,,,75.28201543173121,47.96912285679397,51.071000000000005,0.3062245426612468,0.0,2.0,0.2588094061153873,0.24971231300345226,,0.31521739130434784,270.0,0.0,4.222256236209187e-06,0.057322850700785376,,0.16773672844545148,-5.0,True,0.001,11.093056566241838,12.906040845893994,5.355516459961228,13.742396379193675,,0.7175,0.2355,0.0745,False,0.07228915662650602,False,False,False,0.027365750326504696,0.02022246186887993,0.13931745958642286,0.0583933972925113
32021,950946268,0.419729411764706,500.0,3.2835787321063385,0.5394700139470014,2.9689855072463764,0.8300469483568076,0.5071325186568553,,,496.97563656138743,48.97568341286593,42.0,0.4818094920093726,0.0,2.0,0.2914375490966221,0.2110453648915187,,,90.0,90.0,0.0015488139500372006,0.16541654136022482,,,-26.0,False,0.005,7.101401155195093,11.434582638722155,4.343030761063086,7.4671442864684385,,0.1975,0.0205,0.1145,False,0.12315930388219545,True,False,False,0.08926080007515884,0.02916662919653046,0.03265457238059977,0.169964120200243
32022,950946182,0.4710705882352942,2700.0,2.156298518316517,1.5300184162062616,0.9827777777777779,1.7916666666666674,0.15817964399045945,,,41.04664687572011,97.03401651621391,59.25899999999999,0.9085075395401666,0.0,2.0,0.2415779709012792,0.04,,0.20710059171597628,45.0,90.0,5.147794568097387e-07,0.8185865887941475,,0.2366495335066413,-3.333000000000005,True,0.02,14.527891885144793,7.504638702695317,7.407132218254832,10.786240579440534,,0.1265,0.2255,0.08650000000000001,False,0.09504685408299864,False,False,False,0.07499727978211038,0.03448239560114998,0.0037195846463811133,0.09543583092249948
32023,950946167,0.6892705882352942,1900.0,1.0469008741547088,1.9374800637958527,0.9204597701149426,1.2901960784313726,0.2269309147882548,,,34.99015016450919,64.43175345040986,64.211,1.6327842110678066,0.0,2.0,0.13610273372896206,0.23516483516483516,,,45.0,90.0,0.0006224785755398294,0.5218834994468868,,,-2.104999999999997,True,0.01,8.760191549455783,10.560588943653011,4.289742040068447,7.89697109414768,,0.9395,0.0695,0.026500000000000003,False,0.08734939759036144,False,False,False,0.07125730532907262,0.03095766456730842,0.012955155231889616,0.16368623092482232
32024,950948097,0.056062745098039234,2500.0,5.813434727503167,1.8894091415830545,0.7975757575757574,0.6074074074074074,0.5811706905382837,,,63.77952799965953,57.92314925915279,63.6,2.0849963698813427,0.0,2.0,0.2315514635151849,0.43509615384615385,,,270.0,0.0,0.1280225226531412,7.807311449028016e-08,,,-14.800000000000004,True,0.001,6.696845239944914,15.368563497128065,1.1190631408874208,3.046068550339108,,0.1165,0.0995,0.2255,False,0.04417670682730923,False,False,False,0.02402005207020519,0.029622253294056607,0.004524886877828038,0.14057061675523147
32025,950946436,0.8176235294117649,600.0,6.653815261044178,1.961904761904762,2.0197701149425287,1.9632183908045973,0.7031978478204441,,,294.0700162634412,36.486667791740935,50.0,0.05262797311733167,0.0,2.0,0.2945128779395296,,,,135.0,45.0,0.07406071893682939,,,,-25.0,False,0.001,3.0736246802867253,2.884381039847125,2.184837560780202,2.0910196996028363,,0.1245,0.2145,0.0025,False,0.07764390896921018,False,False,False,0.11236336903456984,0.11426675144774465,0.2934010152284263,0.3445985378955634
32026,950946421,1.0443803921568628,500.0,21.451150880256073,3.5188405797101456,1.3333333333333333,1.2606060606060607,0.5643456754641986,,,118.07854340362292,2432.723667465685,14.0,0.11238430164810216,0.0,2.0,0.7691789168027793,-0.4647058823529412,,,0.0,45.0,6.386969446746523e-15,0.06264278119322032,,,12.0,False,0.02,6.080564319598147,2.749144140148204,1.4654398273525748,2.039484342559662,,0.4905,0.0305,0.1625,False,0.060240963855421686,False,False,False,0.4663252430337016,0.1750969206911829,0.016393442622950838,0.2450864754001247
32027,950946405,0.33416078431372553,1100.0,2.662083333333333,1.1366666666666667,0.6630215827338131,0.8190476190476192,0.20644524701480432,,,39.261233727855846,54.0047820735,44.545,0.5958265338661727,0.0,2.0,0.17916936453612065,0.3240740740740741,,0.3467741935483871,315.0,90.0,0.07638864000395339,0.13325238607426035,,0.0071483033557077705,3.635999999999996,True,0.001,7.254221040763499,7.524823314590678,18.17145385917193,15.602055220581413,,0.3085,0.2315,0.0785,False,0.18473895582329314,False,False,False,0.19715939029684268,0.09046802231127482,0.09464430552938374,0.07931650646577992
32028,950946392,0.11168235294117647,500.0,4.537853107344633,0.5242424242424242,0.9860162601626016,0.5696969696969699,0.19805744617652266,,,889.8802234162064,1110.623073835237,86.0,0.759818684382226,0.0,2.0,0.3437752523081685,0.1282051282051282,,,225.0,135.0,5.259499551133233e-07,0.05791926335423446,,,12.0,False,0.02,12.50733514359308,8.636995430025085,6.021625472394217,9.146977626684246,,0.4505,0.0695,0.0995,False,0.12349397590361445,False,False,False,0.08258412351146673,0.09215434414754194,0.01554122309425754,0.049659882382677184
32030,950946360,0.2828196078431373,800.0,3.972668134018098,2.5909909909909907,0.8470411985018726,0.7177304964539005,0.39041501313766397,,,50.34658329832432,311.50789753560406,83.75,4.485593912574744,0.0,2.0,0.4549473684210527,,,,270.0,90.0,1.3222949447446585e-05,,,,1.25,False,0.001,4.22783159783428,4.002608538850138,3.3571894226622625,2.9660242723784327,,0.5375000000000001,0.2445,0.1115,False,0.05957161981258367,False,False,False,0.41923920247082896,0.07118100316418599,0.2910656620021528,0.3157852650789991
32031,950946342,0.4582352941176471,1700.0,4.566360274696248,2.4380952380952383,0.7975757575757574,1.9014492753623184,0.5185547381711263,,,76.98076701153846,44.09759625610078,61.176,2.4057747954109927,0.0,2.0,0.13660670879922218,,,,270.0,0.0,0.2496666115625389,,,,-18.235,False,0.005,6.354528696271688,13.150274649827864,0.9059082569088645,2.0899232026444707,,0.6335,0.0015,0.0255,False,0.08835341365461846,False,False,False,0.016125087267919978,0.08010178453237951,0.15923566878980888,0.20876723149691245
32036,950948916,0.0688980392156863,500.0,7.672992424242421,4.841666666666667,1.8039639639639644,0.8820512820512819,0.8646894060799796,,,51.377333202886106,60.475378956363144,82.0,0.0526571222740332,0.0,2.0,0.6855310844717034,,,-0.15217391304347822,135.0,0.0,1.626200080199598e-06,,,0.7030584005790826,4.0,True,0.005,2.3067467090707283,1.386682837211319,1.225640582876699,0.9166714571934824,,0.7155,0.0085,0.0685,False,0.07228915662650602,False,False,False,0.1477822440279797,0.11748807384920384,0.5406896551724139,0.4744183649339387
32037,950948114,0.18869411764705887,1000.0,1.4402213001383126,0.8666666666666666,1.1799999999999995,0.8078431372549019,0.47989635406988396,,,432.41548159629855,49.728631409583336,51.0,2.409925781978881,0.0,2.0,0.006359425296380638,-0.43478260869565216,,0.6307692307692307,225.0,45.0,0.9484804149423438,0.3346455687161709,,0.14301376788405878,-21.0,False,0.02,2.3595390331761767,1.7338581618115323,0.9858413384008232,1.1688657576175263,,0.4995,0.1715,0.0055,False,0.046184738955823285,False,False,False,0.1754733927851037,0.14427145439858444,0.1624161073825503,0.32791017633392994
32038,950946501,0.0517843137254902,600.0,6.1089422671723534,2.829629629629629,1.5666666666666669,1.5866666666666662,0.40333595460554944,,,48.23910043261479,25.62277521816161,55.0,0.8950020007911578,0.0,2.0,0.44996807443218106,,,0.6043956043956044,135.0,90.0,0.0005051103143710188,,,6.307923284810392e-06,-10.0,True,0.02,3.7588134763079752,5.199556024245061,1.3322180248659772,2.6644876088279448,,0.1815,0.0815,0.1185,False,0.08032128514056225,False,False,False,0.2982275137306777,0.10741366098795352,0.5294117647058822,0.4304098419589089
32040,950946470,0.15018823529411768,1400.0,2.588366013071895,1.0095238095238095,1.0066666666666666,0.6380952380952382,0.7757985795258499,,,565.333793162979,68.11799761230193,63.571000000000005,0.9578794918833108,0.0,2.0,0.4492171818546769,,,,90.0,45.0,7.239538728626059e-06,,,,-17.142999999999994,False,0.001,2.2917425748512845,1.3846643760217827,0.4529541284544322,0.8662325971086735,,0.5005,0.006500000000000001,0.0025,False,0.04819277108433735,False,False,False,0.2260050065166699,0.16075603764650165,0.2899408284023668,0.3735880700761785
32042,950946324,0.0688980392156863,2100.0,1.5557755775577558,1.2947791164658633,1.6073224043715848,0.64,0.3588831311653705,,,26.529806687718423,42.74136166586842,64.286,0.6810040933739931,0.0,2.0,0.11072902338376887,0.2417582417582418,,,270.0,135.0,0.05276003051075777,0.07981403637307506,,,-2.857000000000003,True,0.005,6.411766689775491,6.884971117507727,11.457075013847403,8.027454232193163,,0.1265,0.0825,0.0875,False,0.1214859437751004,False,False,False,0.0956630309851534,0.0687852230584137,0.035737050099859724,0.22266864660035385
32044,950946624,0.056062745098039234,400.0,7.8408350351713185,6.59308176100629,1.6666666666666663,2.6924731182795685,0.4961307074582685,,,11.893074601250673,13.434799418072592,55.0,1.9744577792227933,0.0,2.0,0.5976658476658476,0.02917771883289126,,,0.0,135.0,3.4726055773128166e-10,0.9326633077849871,,,-5.0,True,0.01,5.629328875665254,7.62372791287795,1.4920841878498945,5.2028780674438675,,0.0735,0.0595,0.052500000000000005,False,0.056224899598393566,False,False,False,0.11685246647016102,0.09469281181000956,0.01015228426395942,0.6751751258151779
